word,part_of_speech,definitions,examples,section,source
éntra,v,"/mag-, -an/to goin, to enter , to share in, to | in terfere, to participate. Nag’éntra akúsa",,E,MotusDictionary
prográma,unknown,. Iparticipated in theprogram.,,E,MotusDictionary
entyénde,v,"/ma-, -an/to understand, to grasp, to | comprehend, to realize. Na’in tyendihán ku | angíyabu’út silingún . Iundersto od what he",,E,MotusDictionary
wanted,unknown,to say.,,E,MotusDictionary
Englatéra,unknown,n England.,,E,MotusDictionary
epektíbo,unknown,adjeffective.,,E,MotusDictionary
-ero,unknown,nanoun formative affix designating type of work | done. Basuréro si Ricárdo . Ricardo isa | garbageman.,,E,MotusDictionary
eropláno,unknown,nairplane.,,E,MotusDictionary
eskándalo,unknown,"nscandal. | adj/-oso/ rude, scandalous, lack in social | refinement. | v/mag-/ to create ascandal. Nag’eskándalo | silá. They created ascandal.",,E,MotusDictionary
eskiníta,unknown,"naisle, alleyway .",,E,MotusDictionary
eskóba,unknown,"nofshoes, brush.",,E,MotusDictionary
eskultór,unknown,nsculpto r .,,E,MotusDictionary
eskwéla,unknown,"nstudent, pupil.",,E,MotusDictionary
eskwelahán,unknown,"nschool house, school.",,E,MotusDictionary
eséna,unknown,"nscreen, movie screen.",,E,MotusDictionary
espáda,unknown,"nsword, spade.",,E,MotusDictionary
Espánya,unknown,n Spain.,,E,MotusDictionary
Espanyól,unknown,"n Spanish, Spaniard.",,E,MotusDictionary
espíritu,unknown,"nsoul, spirit, ghost. E",,E,MotusDictionary
espíya,unknown,"nagent, spy. | v/mag-, -an/to spy.",,E,MotusDictionary
espóngha,unknown,"npowder puff, sponge.",,E,MotusDictionary
estádo,unknown,"nstate, province.",Estádos,E,MotusDictionary
UnídosnUnited,unknown,States.,,E,MotusDictionary
estánte,unknown,"nshelf , bookcase.",,E,MotusDictionary
estár,v,"/mag-, -an/to in habit, to stay, to live, to | reside. Nag’estar kamí sa Iloílo sang ísaka | tú’ig. Welived in Iloilo forayear.",,E,MotusDictionary
estátwa,unknown,nstatue.,,E,MotusDictionary
estranghéro,unknown,"nforeigner , stranger .",,E,MotusDictionary
estudyánte,unknown,"nlearner , student. HILIGA YNON DICTIONAR Y",,E,MotusDictionary
fálda,unknown,nladies skirt.,,F,MotusDictionary
famílya,unknown,"nfamily , home.",,F,MotusDictionary
Febréro,unknown,n February .,,F,MotusDictionary
floréra,unknown,nflower vase.,,F,MotusDictionary
Fránsya,unknown,n France.,,F,MotusDictionary
gábi,n,"taro. | gáb’i n night, evening.",,G,MotusDictionary
gabinéte,n,"cabinet, anadvisory body to the President of",,G,MotusDictionary
thecountry,unknown,.,,G,MotusDictionary
gabúk,adj,"rotten, decayed.",,G,MotusDictionary
káhuy,unknown,. Thetree decayed.,,G,MotusDictionary
gábut,v,"/mag-, -un/to pullout, to weed, to extract, to | uproot. Gingábut kuanghilamún . Ipulled | theweed.",,G,MotusDictionary
gáhit,v,"/mag-, -un/to clear thewaybycutting of f | grass. Gingáhit kuangmangá hilamún sa",,G,MotusDictionary
dálan,unknown,. Icuto ffthegrass on thepath.,,G,MotusDictionary
gáhud,adj,"/ma-/ noisy , bothersome.",,G,MotusDictionary
gahúm,n,"power , authority , precedence. | gá’id v /mag-, -un/to bind, to secure, to tieto, to",,G,MotusDictionary
hitch,unknown,on to. Gingá’id kuangangkárbaw sa,,G,MotusDictionary
póste,unknown,. Itiedthecarabao to thepost.,,G,MotusDictionary
gálab,v,"/mag-, -un/to cutwith asickle, to gather rice",,G,MotusDictionary
grains,unknown,with asickle. Naggálab ang,,G,MotusDictionary
mangungúmaqsang,unknown,humáy . Thefarmer,,G,MotusDictionary
gathered,unknown,rice.,,G,MotusDictionary
galánte,adj,"gallant, chivalrous, extravagant.",,G,MotusDictionary
galapún,n,bottle.,,G,MotusDictionary
galatúng,n,"firewood, chopped wood used forfirewood. | galí’ pt really , isthatso, in deed, oh.",,G,MotusDictionary
gáling,v,"/mag-, -un/to mill, to grind. Gingáling kuang",,G,MotusDictionary
karne,unknown,. Iground themeat.,,G,MotusDictionary
galingán,n,"grinder , mill.",,G,MotusDictionary
galón,n,"gallon. | gál’um n raincloud, gray cloud.",,G,MotusDictionary
galyétas,n,"crackers, cookie.",,G,MotusDictionary
gamáy,adj,"/ma-/ small, little.",,G,MotusDictionary
gámhun,n,fog.,,G,MotusDictionary
gámit,v,"/mag-, -un/to use, to devise.",,G,MotusDictionary
gamósa,adj,velvety .,,G,MotusDictionary
gamú,n,"disturbance, conflict, confusion.",,G,MotusDictionary
angpláno,unknown,kaywalá’ nagka ’-entyendíhan . The,,G,MotusDictionary
plans,unknown,gotconfused because there wasno | understanding.,,G,MotusDictionary
gamút,n,root.,,G,MotusDictionary
gána,n,appetite. G,,G,MotusDictionary
hadtheappetite,unknown,(to eat).,,G,MotusDictionary
ganánsya,n,"winnings, gain. | gáni’ con in fact, asamatter of fact. Walá’gáni’ akú",,G,MotusDictionary
nakabása,unknown,"kaywalá’ sang oŕas. Infact, Ihave",,G,MotusDictionary
notread,unknown,"because Ididnothave time.; | therefore, sothat, so… Gáni’ makádtu",,G,MotusDictionary
nalanǵ,unknown,kamí . Therefore wewillgo.,,G,MotusDictionary
gánit,v,"/mag-, -un/to pinch, to twist, to pullone’s | hair. Gingánit kuangmangá putí’kung",,G,MotusDictionary
buhúk,unknown,. Ipulled mywhite hairs.,,G,MotusDictionary
gántang,n,ganta.,,G,MotusDictionary
gantángan,n,wooden measuring boxwith avolume,,G,MotusDictionary
content,unknown,of approximately on eganta orthree | liters.,,G,MotusDictionary
gánsa,n,goose.,,G,MotusDictionary
gansál,adj,"/ma-/ loud, deafening.",,G,MotusDictionary
Naggansál,unknown,angmakiná . Themachine made,,G,MotusDictionary
such,unknown,aracket.,,G,MotusDictionary
gánuy,v,"/mag-, -un/to drag behind, to draw .",,G,MotusDictionary
Gingánuy,unknown,"kuangbáka pa’uli ’. Idragged the | cowhome. | ganghá’an n gate, entrance, door.",,G,MotusDictionary
gápas,v,"/mag-, -un/to cutdown, to fell. Gingápas",,G,MotusDictionary
námun,unknown,angmangá púnu’ sang ságing . We,,G,MotusDictionary
cutdown,unknown,thebanana plants. HILIGA YNON DICTIONAR Y,,G,MotusDictionary
gápus,v,"/mag-, -un/to bind, to tieto gether , to tiethe",,G,MotusDictionary
gárab,v,"/mag-, -un/to cutrice, to gather ricegrains,",,G,MotusDictionary
grass,unknown,oranydicot plant with asharp | in strument. Naggárab akúsang humáy . Icut,,G,MotusDictionary
prevail,unknown,upon. Gingará’ siÁgnes ni Márta sa | síni. Martha persuaded Agnes to goto the,,G,MotusDictionary
movie,unknown,with her.,,G,MotusDictionary
garáhi,n,garage.,,G,MotusDictionary
garantíya,n,guarantee.,,G,MotusDictionary
garúk,adj,"corrupt, depraved.",,G,MotusDictionary
garút,adj,"/ma-/ to ugh, rowdy .",,G,MotusDictionary
gástos,n,"expense, disbursement.",,G,MotusDictionary
Naggástos,unknown,kamí sang madámu’ pagkádtu,,G,MotusDictionary
wewent,unknown,to Hong Kong.,,G,MotusDictionary
gátas,n,"milk, sap.",,G,MotusDictionary
gatúmbal,n,pepper . G,,G,MotusDictionary
gátung,v,"/mag-, -un/to burn asfirewood. Gingátung",,G,MotusDictionary
kuanggalatúng,unknown,. Iburned thefirewood.,,G,MotusDictionary
gatús,unknown,"num hundred. | ga’úd n paddle, oar.",,G,MotusDictionary
means,unknown,of anoar. Nagga’úd si Juán. Juan | paddled.,,G,MotusDictionary
gáwa,v,/mag-/ to look outthewindow . Naggáwa si,,G,MotusDictionary
Nánay,unknown,. Mother looked outo fthewindow .,,G,MotusDictionary
gáwad,v,"/mag-, -un/to getataprice, to recover , to",,G,MotusDictionary
redeem,unknown,apawned item. Gingáwad kuang,,G,MotusDictionary
ginprénda,unknown,kung síngsing . Iredeemed my,,G,MotusDictionary
pawned,unknown,ring.,,G,MotusDictionary
gáwgaw,n,starch.,,G,MotusDictionary
gayún,adj,"/ma-/ gorgeous, dressy .",,G,MotusDictionary
géra,n,"war, battle.",,G,MotusDictionary
Vietnam,unknown,. There waswarin Vietnam.,,G,MotusDictionary
gíkan,v,"/mag-/ to come from, to originate, to be",,G,MotusDictionary
derived,unknown,from. Naggíkan inísa Mindanáo .,,G,MotusDictionary
This,unknown,came from Mindanao .,,G,MotusDictionary
gíd,unknown,"pt very, extremely , most, in tensifier .",,G,MotusDictionary
gihápun,adv,"always. | gíhu’ v /mag-, -un/to move, to stir, to budge.",Gingíhu’ kuanglamésa . Imoved thetable.,G,MotusDictionary
gilayún,adv,"soon, immediately , later.",,G,MotusDictionary
gín-,unknown,va general completed -unaffix. Ginbása kuang,,G,MotusDictionary
ginamús,n,native fishsauce made outo fmarinated fish.,,G,MotusDictionary
ginháwa,n,"breath, respiration.",,G,MotusDictionary
pasiCárlos,unknown,. Carlos wasstillbreathing.,,G,MotusDictionary
ginikánan,n,"parent. | gín’ut adj /ma-/ of climate, warm, hot. | ginú’u n sir, mister .",Ginú’u n God.,G,MotusDictionary
gisá,v,"/mag-, -un/to frywith fat, to saute. Gingisá",,G,MotusDictionary
cook,unknown,sauted thegarlic andtheonions.,,G,MotusDictionary
gisántes,n,"pea. | gísi’ v /mag-, -un/to tear, to slitwith asharp | in strument, to split, to break asunder .",Gingísi’ ni Líto angpapél . Lito to re the,G,MotusDictionary
gíray,v,"/mag-, -un/to tear orcutinstrips. Gingíray",,G,MotusDictionary
banana,unknown,leafinto smaller pieces.,,G,MotusDictionary
gitára,n,guitar .,,G,MotusDictionary
played,unknown,theguitar . G,,G,MotusDictionary
governadór,n,governor .,,G,MotusDictionary
grábe,adj,"grave, serious.",,G,MotusDictionary
grádo,n,grade. degree.,,G,MotusDictionary
grádwar,v,/mag-/ to graduate.,,G,MotusDictionary
gramátika,n,grammar .,,G,MotusDictionary
grása,n,grease.,,G,MotusDictionary
grásya,n,"grace, blessing.",,G,MotusDictionary
grátis,n,"gratis, free.",,G,MotusDictionary
grípo,n,faucet.,,G,MotusDictionary
gruméte,n,crew.,,G,MotusDictionary
grúpu,n,"group. | gubá’ v /mag-, -un/to demolish, to destroy , to undo .",,G,MotusDictionary
Gingubá,unknown,’námun angbaláy . Wedemolished | thehouse.,,G,MotusDictionary
gubán,n,"group, brigade, caravan.",,G,MotusDictionary
gúbat,n,war.,,G,MotusDictionary
gúgma,n,"love, adoration, affection.",,G,MotusDictionary
gúhab,v,/-un/ to break in orthrough. Gingúhab ku,,G,MotusDictionary
angdíngding,unknown,. Ito re thewall down.,,G,MotusDictionary
gúlang,n,"age, maturity .",,G,MotusDictionary
Naggúlang,unknown,naangmangá prútas . Thefruits,,G,MotusDictionary
matured,unknown,already . HILIGA YNON DICTIONAR Y,,G,MotusDictionary
gúlgul,v,"/mag-, -un/to sawoff, to cuto ff. Gingúlgul ku | anglí’ug sang manúk . Icuto fftheneck of | thechicken.",,G,MotusDictionary
gúlub,v,"/mag-, -un/to cut, to trim, to crop closely .",,G,MotusDictionary
Gingúlub,unknown,sang mananáhi’ angtéla. The,,G,MotusDictionary
dressmaker,unknown,cutthecloth.,,G,MotusDictionary
gulút,v,"/mag-, -un/to cutwith aknife orscissors.",,G,MotusDictionary
Gingulút,unknown,kuangtéla. Icutthecloth.,,G,MotusDictionary
gúma,n,"rubber , tire.",,G,MotusDictionary
gúmuk,v,/-un/ to squeeze orcompress soasto crush.,,G,MotusDictionary
Gingúmuk,unknown,"kuangpapél . Icrushed thepaper | in to aball. | gumulúwa’ n cast, mold.",,G,MotusDictionary
gúmun,v,"/-un/ to muddle, to disorganize, to entangle,",,G,MotusDictionary
especially,unknown,"string oryarn, orthread.",,G,MotusDictionary
Gingúmun,unknown,sang kuríng anghílu. Thecat,,G,MotusDictionary
entangled,unknown,thethread.,,G,MotusDictionary
gúnting,n,"scissors, haircut.",,G,MotusDictionary
Naggúnting,unknown,akúsang papél . Icutpaper .,,G,MotusDictionary
gúra,n,"cap, hat.",,G,MotusDictionary
guráb,v,"/mag-, -un/to grasp andto pulloutgrass, to | weed. Naggúrab anghardinéro sang",,G,MotusDictionary
hilamún,unknown,. Thegardner pulled outsome grass.,,G,MotusDictionary
guráyguráy,adj,"lined, striped.",,G,MotusDictionary
gurípat,v,"/mag-, -un/to twist theears, to boxtheears.",,G,MotusDictionary
Gingurípat,unknown,kusi Noél kaysutíl. Iboxed,Noel’s ears because hewasnaughty .,G,MotusDictionary
gústo,n,"wants, desire, likes. G",,G,MotusDictionary
gúsuk,n,rib.,,G,MotusDictionary
gúlpi,v,"/mag-, -un/to shock, to jolt. Gingúlpi nyaakú | ka’ína . Hejolted meawhile ago. | gúlu’ v /mag-, -un/to thrust, to putastick orfinger",,G,MotusDictionary
galapún,unknown,. Iputmyfinger in side thebottle.,,G,MotusDictionary
gútrab,v,"/mag-, -un/to chop orcuto ffwith aknife or | apairofscissors. Gingútrab kuangtéla. I | cutthecloth.",,G,MotusDictionary
gutúk,adj,"of clothes, tight.",,G,MotusDictionary
gútum,n,"hunger , craving.",,G,MotusDictionary
gúyud,v,"/mag-, -un/to tugalong, to drag along, to | pull, to trail along theground. Naggúyud",,G,MotusDictionary
gwápo,adj,"handsome, beautiful, pretty . HILIGA YNON DICTIONAR Y",,G,MotusDictionary
háblug,v,"/mag-, -un/to swing, to dangle, to rock to | andfro. Nagháblug si Mário sang dúyan .",,H,MotusDictionary
Mario,unknown,wasswinging theswing to andfro.,,H,MotusDictionary
hábnus,v,"/mag-, -un/to snatch, to pullwith force, to",,H,MotusDictionary
makáwat,unknown,angbáskit sang babayi . Thethief,,H,MotusDictionary
snatched,unknown,away thebasket of thewoman.,,H,MotusDictionary
hábuk,v,"/mag-/ to in flate, to blow up, to swell.",,H,MotusDictionary
Naghábuk,unknown,anglóbo. Theballoon was | in flated.,,H,MotusDictionary
hábug,v,"/mag-, -un/to swing, to rock back and | forth. Naghábug angbáta’ sadúyan . The",,H,MotusDictionary
hábul,n,thick blanket.,,H,MotusDictionary
habúl,adj,"/ma-/ of edged orpointed to ols, dull, blunt.",,H,MotusDictionary
baróng,unknown,. Iwove abarong cloth.,,H,MotusDictionary
habón,n,washing soap.,,H,MotusDictionary
habúy,v,"/mag-, -un/to throw out, to cast, to shoot, | to to ss, to pitch.",,H,MotusDictionary
hábyug,v,"/mag-, -un/to swing, hurl, to rock,",,H,MotusDictionary
hakáb,adj,"ravenous, greedy . | háklu’ v /mag-, -un/to breathe in, to draw in, to | in hale. Nagháklu ’akúsang láb’as nga",,H,MotusDictionary
hákruy,v,"/mang-/ to complain, to moan, to sigh.",,H,MotusDictionary
Nanghákruy,unknown,akúsang trabáho . I,,H,MotusDictionary
complained,unknown,"about thework. | hakú’hakú’ adv hastily , hurriedly .",,H,MotusDictionary
hákup,n,"handful, fistful.",,H,MotusDictionary
outusing,unknown,thehands. Naghákup akúsang,,H,MotusDictionary
hakús,n,"embrace, hug.",,H,MotusDictionary
Iembraced,unknown,myfriend.,,H,MotusDictionary
hákut,v,"/mag-, -un/to carry to another place, to",,H,MotusDictionary
Ginhákut,unknown,námun angámun mangá kárga .,,H,MotusDictionary
Wetransported,unknown,outbags.,,H,MotusDictionary
hákwat,v,"/mag-, -un/to lift, to carry light load.",,H,MotusDictionary
Naghákwat,unknown,kamí sang ámun líbro. We,,H,MotusDictionary
carried,unknown,ourbooks.,,H,MotusDictionary
hádluk,n,"/ka-/ fear, apprehension.",,H,MotusDictionary
amafraid,unknown,of ghosts.,,H,MotusDictionary
hágad,v,"/mang-, -un/to persuade, to in duce, to | in vite, to askto come. Ginhágad ni Córa",,H,MotusDictionary
akúsaílabaláy,unknown,. Cora in vited meto their | house.,,H,MotusDictionary
hágbas,v,"/mag-, -un/to cut, to mow down grass, to",,H,MotusDictionary
reaper,unknown,. Ginhágbas sang táwu anghilamún .,,H,MotusDictionary
Theman,unknown,cutthegrass. HILIGA YNON DICTIONAR Y,,H,MotusDictionary
haǵdan,n,"stairs, ladder .",,H,MotusDictionary
hágis,v,"/mag-, -un/to trim, to cuto ffthorns.",,H,MotusDictionary
Naghágis,unknown,si Rosíta sang rósas . Rosita,,H,MotusDictionary
trimmed,unknown,therose plant.,,H,MotusDictionary
hágmak,v,/mag-/ to fallheadlong. Naghágmak akú,,H,MotusDictionary
sadálan,unknown,. Ifelldown thepathway .,,H,MotusDictionary
hagúp,adj,"/ma-/ domesticated, meek, tame, docile.",,H,MotusDictionary
break,unknown,in. Naghágup naangkabáyu ’. The,,H,MotusDictionary
horse,unknown,isalready broken in.,,H,MotusDictionary
háguphágup,v,"/-un/ to caress, to pet, to rubdown.",,H,MotusDictionary
Ginhagúphágúp,unknown,kuangákun kuríng . I,,H,MotusDictionary
patted,unknown,mycat.,,H,MotusDictionary
halá,unknown,"pt watch out, seethere, whoops. Particle",,H,MotusDictionary
hálab,v,"/mag-, -un/to feed likeanimals on grass, | to pasture, to graze. Naghálab angbáka .",Thecowpastured.,H,MotusDictionary
halákhak,n,"laughter , boisterous laugh.",,H,MotusDictionary
hálad,n,"of fer, dedication, gift.",,H,MotusDictionary
Mahál,unknown,nga Bírhen . Ioffered flowers to the,,H,MotusDictionary
Virgin,unknown,Mother . H,,H,MotusDictionary
haláy,v,"/mag-, -un/to drape, to hang to dry.",,H,MotusDictionary
Naghaláy,unknown,anglabandéra sang mangá,,H,MotusDictionary
linábhan,unknown,"nya. Thelaundrywoman hung | herwash. | hál’id v /mag-, -un/to litter , to throw in an",,H,MotusDictionary
inconspicuous,unknown,"way, to putaway in",,H,MotusDictionary
disorder,unknown,. Ginhál’id kuánay angmangá,,H,MotusDictionary
hurriedly,unknown,putthepapers aside because,,H,MotusDictionary
thevisitor,unknown,isalready here.,,H,MotusDictionary
halígi,n,"post, pillar . | halimbáwa’ n example.",,H,MotusDictionary
halín,v,"/mag-, -an/to leave, to depart, to come",,H,MotusDictionary
Icame,unknown,from theoffice.,,H,MotusDictionary
hálin,v,"/mag-, -an/to transfer to another place.",,H,MotusDictionary
Naghálin,unknown,kamí sang baláy . Wemoved to,,H,MotusDictionary
halíntang,n,"grade, step, degree.",,H,MotusDictionary
hálit,v,"/-un, -an/to damage, to in jure, to impair .",,H,MotusDictionary
Ginhalítan,unknown,sang úlud angtanúm . The,,H,MotusDictionary
worm,unknown,hasdamaged theplant.,,H,MotusDictionary
halíya,n,jelly made from coconut milk andbrown,,H,MotusDictionary
sugar,unknown,". | hál’u n mortar , pestle. | hálu’ v /mag-, -un/to mixto gether , to beat",,H,MotusDictionary
mixed,unknown,thevegetables to gether . | halu’án n fresh water fish.,,H,MotusDictionary
halúk,n,"kiss, peck on thecheek. HILIGA YNON DICTIONAR Y",,H,MotusDictionary
halúg,adj,loose.,,H,MotusDictionary
halúnhun,v,"/mag-, -un/to swallow abigchunk of food",,H,MotusDictionary
without,unknown,"chewing, to gulp down thethroat.",,H,MotusDictionary
Ginhalúnhun,unknown,sang laláki angisákaságing .,,H,MotusDictionary
hálung,v,"/-un, -an/to handle with care, to treat",,H,MotusDictionary
tenderly,unknown,", to cherish. Ginhalúngan kuang",,H,MotusDictionary
ákung,unknown,bág’ung makinílya . Ito ok good care,,H,MotusDictionary
ofmynew,unknown,typewriter .,,H,MotusDictionary
hálus,adv,"almost, somewhat, very close to.",,H,MotusDictionary
hámak,v,"/-un/ to scorn, to hate. Ginhámak ni",,H,MotusDictionary
Márcos,unknown,anggobernadór . Marcos scorned,,H,MotusDictionary
thegovernor,unknown,.,,H,MotusDictionary
hámbal,n,"speech, conversation, talk.",,H,MotusDictionary
hámbug,adj,"boastful, haughty , proud, hambug.",,H,MotusDictionary
Nagpanghámbug,unknown,si María nga,,H,MotusDictionary
thatthey,unknown,aresupposed to berich.,,H,MotusDictionary
hámbuy,v,"/mag-/ to put, to place, to resto ne’s arm | upon. Naghámbuy si Lóurdes saabága ku.",,H,MotusDictionary
